is_risky,label,entityname,nature,firstcreditx_year,cred_level_desc,threshold,risk_flag,check_result,corp_oper_income_24m,corp_oper_expns_24m,corp_oper_diff_12m,corp_oper_diff_24m,taxes_level_cd,corp_curr_fin_asset_bal,corp_curr_fin_asset_bal_diff,total_avg_depst_bal_3m,n_ph_num4,n_ph_amt4,n_ph_amt2,unpayoff_mg_ratio,rep_overdue_cnt_3m,rep_overdue_cnt_24m,corp_curr_lab_amt,flag_8,creditamt,amtused,n_u0343_hit,n_ph_amt1_hit,n_ph_amt2_hit,tj_result,rep_crdt_card_limit,rep_crdt_card_avg_limit_6m,rep_crdt_card_used_limit,reserve_8,down30,industry_cd_desc,branchname
False,否,测试企业_78_优质有限公司,合资,2022,A,0.0596,否,"贷后检查：企业近期经营正常，无异常风险信号。

贷后检查：企业订单量稳定，现金流充裕。",46011892.0,29249977.0,8321383,16761915,A,1256244,1218170,279513,3,29409628,4342264,100%,0,0,0,否,11359576,2236123,未命中,未命中,未命中,正常,74188,22405,27480,否,否,餐饮业,上海分行
False,否,测试企业_79_优质有限公司,民营,2021,AAA,0.0195,否,贷后检查：企业近期经营正常，无异常风险信号。,42448478.0,36222359.0,3058574,6226119,B,4466954,527010,295046,1,39587517,2471998,100%,0,0,0,否,5768910,1512103,未命中,未命中,未命中,正常,267632,35878,94598,否,否,计算机服务业,上海分行
False,否,测试企业_80_优质有限公司,国有,2018,AA,0.0408,否,"贷后检查：企业近期经营正常，无异常风险信号。

贷后检查：企业订单量稳定，现金流充裕。",48326751.0,37864656.0,5304896,10462095,A,5039222,1450251,82321,1,18412825,4375021,100%,0,0,0,否,5231914,2013707,未命中,未命中,未命中,正常,173012,79136,24434,否,否,交通运输,深圳分行
False,否,测试企业_81_优质有限公司,外资,2016,AA,0.1647,否,贷后检查：企业订单量稳定，现金流充裕。,19667910.0,14535954.0,2527126,5131956,B,1846130,1126160,298343,2,33401487,3480438,100%,0,0,0,否,5736700,2196809,未命中,未命中,未命中,正常,232168,71046,111583,否,否,制造业,广州分行
False,否,测试企业_82_优质有限公司,民营,2019,A,0.1395,否,"贷后检查：企业近期经营正常，无异常风险信号。

贷后检查：企业订单量稳定，现金流充裕。",12842199.0,8200312.0,2315320,4641887,A,4503656,1702230,209735,1,43347502,679695,100%,0,0,0,否,4916770,1947883,未命中,未命中,未命中,正常,55779,8362,26900,否,否,建筑业,广州分行
True,是,测试企业_83_风险有限公司,民营,2011,C,0.8803,是,贷后检查：企业存在延迟付息情况，需关注。,49036215.0,63955133.0,-7420008,-14918918,C,3520,-463379,752,6,9564637,2705983,55%,1,8,480123,是,16479639,16011474,命中,命中,命中,高风险,89945,82813,83198,否,是,计算机服务业,北京分行
False,否,测试企业_84_优质有限公司,合资,2010,AAA,0.0745,否,贷后检查：企业订单量稳定，现金流充裕。,4453020.0,2782412.0,866053,1670608,A,5429038,683851,481742,3,47023169,4175017,100%,0,0,0,否,7181206,1043044,未命中,未命中,未命中,正常,60893,7771,17631,否,否,建筑业,北京分行
False,否,测试企业_85_优质有限公司,外资,2015,AA,0.1943,否,"贷后检查：企业订单量稳定，现金流充裕。

贷后检查：企业近期经营正常，无异常风险信号。",34700347.0,23178863.0,5665150,11521484,A,1323987,1588973,178735,4,44052244,3351153,100%,0,0,0,否,15374451,1975751,未命中,未命中,未命中,正常,423734,169223,43213,否,否,批发零售,深圳分行
False,否,测试企业_86_优质有限公司,外资,2016,A,0.1482,否,"贷后检查：企业近期经营正常，无异常风险信号。

贷后检查：企业订单量稳定，现金流充裕。",23398697.0,15346413.0,4050182,8052284,B,1447403,1274146,383685,3,45599622,2235675,100%,0,0,0,否,18904350,5723849,未命中,未命中,未命中,正常,279517,92002,113417,否,否,交通运输,上海分行
False,否,测试企业_87_优质有限公司,合资,2018,AAA,0.0396,否,"贷后检查：企业近期经营正常，无异常风险信号。

贷后检查：企业订单量稳定，现金流充裕。",22119096.0,13294040.0,4468836,8825056,B,3777319,707992,269683,2,48170544,3528599,100%,0,0,0,否,19333225,6167238,未命中,未命中,未命中,正常,320770,88112,42755,否,否,餐饮业,成都分行
False,否,测试企业_88_优质有限公司,国有,2010,A,0.06,否,"贷后检查：企业订单量稳定，现金流充裕。

贷后检查：企业近期经营正常，无异常风险信号。",41157951.0,34022404.0,3641176,7135547,A,3301574,867913,468260,3,47818328,2789167,100%,0,0,0,否,6886273,1377423,未命中,未命中,未命中,正常,298383,46544,109426,否,否,建筑业,广州分行
False,否,测试企业_89_优质有限公司,国有,2018,A,0.0844,否,贷后检查：企业近期经营正常，无异常风险信号。,21855519.0,17947627.0,1873176,3907892,B,2277514,122608,117441,4,42279964,527394,100%,0,0,0,否,9026298,2492643,未命中,未命中,未命中,正常,431884,168514,167948,否,否,餐饮业,广州分行
False,否,测试企业_90_优质有限公司,国有,2016,AA,0.1939,否,"贷后检查：企业近期经营正常，无异常风险信号。

贷后检查：企业订单量稳定，现金流充裕。",36680944.0,32679633.0,1935586,4001311,B,6669764,1480532,346449,1,39148349,2871214,100%,0,0,0,否,8956164,1055600,未命中,未命中,未命中,正常,356942,136312,41192,否,否,建筑业,深圳分行
True,是,测试企业_91_风险有限公司,国有,2022,C,0.8687,是,"贷后检查：企业实际控制人失联，风险陡增。

贷后检查：企业涉及诉讼，已冻结部分账户。

贷后检查：企业存在延迟付息情况，需关注。",15829560.0,14437511.0,695465,1392049,D,15433,-75207,2833,6,6487031,3250404,73%,5,3,513743,是,13464533,11941483,命中,命中,命中,高风险,337472,278507,304428,否,是,制造业,广州分行
False,否,测试企业_92_优质有限公司,外资,2015,A,0.035,否,贷后检查：企业近期经营正常，无异常风险信号。,22313785.0,15055138.0,3601199,7258647,A,3860807,871028,252366,4,21849003,2926229,100%,0,0,0,否,13591516,2164167,未命中,未命中,未命中,正常,159290,47916,76297,否,否,制造业,上海分行
False,否,测试企业_93_优质有限公司,国有,2012,AAA,0.0754,否,贷后检查：企业订单量稳定，现金流充裕。,4081167.0,3335450.0,428232,745717,A,4769868,1223474,341365,3,14384187,2275902,100%,0,0,0,否,9011888,1670744,未命中,未命中,未命中,正常,331870,75528,33736,否,否,计算机服务业,成都分行
False,否,测试企业_94_优质有限公司,国有,2019,AAA,0.1006,否,"贷后检查：企业订单量稳定，现金流充裕。

贷后检查：企业近期经营正常，无异常风险信号。",27888370.0,20170471.0,3895201,7717899,B,5883468,1954443,221583,2,36045361,1980865,100%,0,0,0,否,7590991,1331477,未命中,未命中,未命中,正常,430372,176280,138255,否,否,建筑业,成都分行
False,否,测试企业_95_优质有限公司,民营,2021,AA,0.0342,否,"贷后检查：企业订单量稳定，现金流充裕。

贷后检查：企业近期经营正常，无异常风险信号。",39747041.0,25875975.0,6961533,13871066,B,9943157,1583402,372523,2,37481174,4376444,100%,0,0,0,否,19114766,5644189,未命中,未命中,未命中,正常,422674,192916,189686,否,否,交通运输,成都分行
False,否,测试企业_96_优质有限公司,国有,2020,AAA,0.098,否,"贷后检查：企业订单量稳定，现金流充裕。

贷后检查：企业近期经营正常，无异常风险信号。",27033544.0,20359844.0,3365259,6673700,B,4800868,206501,163968,4,26011264,535187,100%,0,0,0,否,11312963,2291955,未命中,未命中,未命中,正常,403092,147392,107215,否,否,制造业,上海分行
False,否,测试企业_97_优质有限公司,国有,2013,A,0.1241,否,"贷后检查：企业近期经营正常，无异常风险信号。

贷后检查：企业订单量稳定，现金流充裕。",6936141.0,6062935.0,371703,873206,B,9368703,1674299,324692,3,6711066,4534138,100%,0,0,0,否,5885654,2274315,未命中,未命中,未命中,正常,208110,50855,69610,否,否,计算机服务业,广州分行
False,否,测试企业_98_优质有限公司,合资,2010,AAA,0.1304,否,"贷后检查：企业近期经营正常，无异常风险信号。

贷后检查：企业订单量稳定，现金流充裕。",34315682.0,28281083.0,3070129,6034599,B,2385114,1351878,399904,2,42290015,2853153,100%,0,0,0,否,9833635,2657516,未命中,未命中,未命中,正常,311203,114005,150733,否,否,批发零售,深圳分行
True,是,测试企业_99_风险有限公司,国有,2022,B,0.799,是,"贷后检查：企业库存积压，销售回款放缓。

贷后检查：企业实际控制人失联，风险陡增。

贷后检查：企业涉及诉讼，已冻结部分账户。",47116967.0,44003063.0,1602580,3113904,D,32437,-279415,3514,9,11432190,3654511,51%,2,4,444904,是,2839600,2788349,命中,命中,命中,高风险,251592,218790,202345,是,是,批发零售,深圳分行
