is_risky,label,entityname,nature,firstcreditx_year,cred_level_desc,threshold,risk_flag,check_result,corp_oper_income_24m,corp_oper_expns_24m,corp_oper_diff_12m,corp_oper_diff_24m,taxes_level_cd,corp_curr_fin_asset_bal,corp_curr_fin_asset_bal_diff,total_avg_depst_bal_3m,n_ph_num4,n_ph_amt4,n_ph_amt2,unpayoff_mg_ratio,rep_overdue_cnt_3m,rep_overdue_cnt_24m,corp_curr_lab_amt,flag_8,creditamt,amtused,n_u0343_hit,n_ph_amt1_hit,n_ph_amt2_hit,tj_result,rep_crdt_card_limit,rep_crdt_card_avg_limit_6m,rep_crdt_card_used_limit,reserve_8,down30,industry_cd_desc,branchname
True,是,测试企业_78_风险有限公司,合资,2014,CC,0.8406,是,"贷后检查：企业库存积压，销售回款放缓。

贷后检查：企业存在延迟付息情况，需关注。",22034071.0,32229623.0,-5023655,-10195552,C,33453,-415380,1595,7,40301038,4505461,69%,1,10,346833,是,12588851,10538964,命中,命中,命中,高风险,432548,413422,392484,否,否,计算机服务业,北京分行
False,否,测试企业_79_优质有限公司,民营,2013,AAA,0.0787,否,"贷后检查：企业近期经营正常，无异常风险信号。

贷后检查：企业订单量稳定，现金流充裕。",28382330.0,20828758.0,3817034,7553572,A,2189330,1901424,192798,1,21654780,4345583,100%,0,0,0,否,4509091,1200485,未命中,未命中,未命中,正常,274057,130304,66641,否,否,建筑业,上海分行
False,否,测试企业_80_优质有限公司,国有,2010,AAA,0.1563,否,"贷后检查：企业近期经营正常，无异常风险信号。

贷后检查：企业订单量稳定，现金流充裕。",14669531.0,12491531.0,1081130,2178000,A,3756882,1254067,181205,2,11767288,4785781,100%,0,0,0,否,10507006,2067357,未命中,未命中,未命中,正常,238847,39224,79690,否,否,制造业,北京分行
False,否,测试企业_81_优质有限公司,民营,2021,AA,0.1883,否,"贷后检查：企业订单量稳定，现金流充裕。

贷后检查：企业近期经营正常，无异常风险信号。",9679820.0,7106982.0,1380302,2572838,A,2817859,424638,277715,2,26746783,1848311,100%,0,0,0,否,6515712,1374201,未命中,未命中,未命中,正常,351105,135561,105501,否,否,制造业,广州分行
False,否,测试企业_82_优质有限公司,外资,2019,AAA,0.1816,否,贷后检查：企业近期经营正常，无异常风险信号。,48002626.0,36430784.0,5827797,11571842,A,5517099,506955,481670,4,8056497,3396195,100%,0,0,0,否,10446875,1344625,未命中,未命中,未命中,正常,84650,35754,14957,否,否,交通运输,广州分行
True,是,测试企业_83_风险有限公司,合资,2016,B,0.5554,是,贷后检查：企业存在延迟付息情况，需关注。,2395836.0,3273512.0,-484620,-877676,C,28499,-394489,178,8,45357167,928759,58%,1,7,645007,是,17300339,15841542,命中,命中,命中,高风险,182808,154045,149608,是,否,制造业,上海分行
True,是,测试企业_84_风险有限公司,国有,2011,C,0.5571,是,贷后检查：企业存在延迟付息情况，需关注。,38506583.0,44209998.0,-2852807,-5703415,C,23709,-276367,3972,7,9645102,4753863,69%,3,9,716463,是,5779396,5537396,命中,命中,命中,高风险,255863,206809,242410,是,是,建筑业,深圳分行
False,否,测试企业_85_优质有限公司,国有,2013,AA,0.0742,否,贷后检查：企业近期经营正常，无异常风险信号。,45581716.0,37949260.0,3858610,7632456,B,2301403,1337869,473290,3,32273258,2774744,100%,0,0,0,否,7358639,1209343,未命中,未命中,未命中,正常,283406,111135,59333,否,否,批发零售,北京分行
True,是,测试企业_86_风险有限公司,民营,2010,CC,0.6464,是,"贷后检查：企业库存积压，销售回款放缓。

贷后检查：企业实际控制人失联，风险陡增。",45108401.0,47186850.0,-1092683,-2078449,D,1383,-68923,3893,5,28429539,3516793,55%,5,3,623400,是,14854380,11968966,未命中,命中,未命中,高风险,226193,191258,204271,否,是,建筑业,广州分行
False,否,测试企业_87_优质有限公司,民营,2012,A,0.1961,否,贷后检查：企业近期经营正常，无异常风险信号。,16198935.0,14487151.0,953771,1711784,A,3974790,378817,423232,2,9954464,1470030,100%,0,0,0,否,6188663,1965729,未命中,未命中,未命中,正常,409411,190406,86620,否,否,计算机服务业,深圳分行
False,否,测试企业_88_优质有限公司,合资,2014,A,0.1269,否,贷后检查：企业近期经营正常，无异常风险信号。,43600100.0,39030878.0,2345694,4569222,B,8164573,1388078,419004,3,34235883,533395,100%,0,0,0,否,9408196,3264638,未命中,未命中,未命中,正常,464774,207882,147533,否,否,餐饮业,上海分行
False,否,测试企业_89_优质有限公司,外资,2011,AA,0.0618,否,贷后检查：企业近期经营正常，无异常风险信号。,19768853.0,13853930.0,2945142,5914923,B,3782386,1364320,213033,1,31573237,3601199,100%,0,0,0,否,4761950,1823315,未命中,未命中,未命中,正常,80354,20139,24392,否,否,计算机服务业,上海分行
False,否,测试企业_90_优质有限公司,民营,2013,AA,0.0594,否,"贷后检查：企业订单量稳定，现金流充裕。

贷后检查：企业近期经营正常，无异常风险信号。",24451687.0,20999170.0,1769132,3452517,B,5590862,802305,372553,2,42118358,3121813,100%,0,0,0,否,8553658,3048157,未命中,未命中,未命中,正常,102765,20006,16025,否,否,计算机服务业,广州分行
True,是,测试企业_91_风险有限公司,民营,2019,CC,0.8785,是,"贷后检查：企业存在延迟付息情况，需关注。

贷后检查：企业库存积压，销售回款放缓。",6927605.0,9348513.0,-1267266,-2420908,C,19714,-454988,2131,8,39323554,3148512,56%,2,6,762622,是,16100387,14321722,未命中,命中,命中,高风险,410949,336268,363025,是,否,批发零售,深圳分行
True,是,测试企业_92_风险有限公司,合资,2015,B,0.5155,是,贷后检查：企业实际控制人失联，风险陡增。,42354825.0,60298149.0,-9069036,-17943324,D,49853,-253647,3183,10,18267376,2606079,53%,5,7,626978,是,10987066,8964380,命中,未命中,命中,高风险,479347,422503,458627,否,否,建筑业,北京分行
False,否,测试企业_93_优质有限公司,外资,2016,AA,0.0163,否,贷后检查：企业订单量稳定，现金流充裕。,7421499.0,5953164.0,753336,1468335,B,8032432,494469,205770,1,25480040,4917795,100%,0,0,0,否,6444321,2558437,未命中,未命中,未命中,正常,380590,169360,127733,否,否,餐饮业,北京分行
False,否,测试企业_94_优质有限公司,外资,2011,A,0.1308,否,贷后检查：企业近期经营正常，无异常风险信号。,26769506.0,17125030.0,4749642,9644476,B,5797343,887375,432702,1,16985133,4480675,100%,0,0,0,否,16339947,3787282,未命中,未命中,未命中,正常,346616,81200,114172,否,否,交通运输,成都分行
False,否,测试企业_95_优质有限公司,合资,2014,A,0.1797,否,贷后检查：企业近期经营正常，无异常风险信号。,39413126.0,26511162.0,6428358,12901964,B,5568490,155606,191710,2,29721027,3671864,100%,0,0,0,否,15994106,3907025,未命中,未命中,未命中,正常,55712,8473,25847,否,否,餐饮业,成都分行
False,否,测试企业_96_优质有限公司,外资,2011,A,0.17,否,贷后检查：企业订单量稳定，现金流充裕。,45078090.0,36310480.0,4368592,8767610,B,7505470,979669,208354,4,48213139,2052504,100%,0,0,0,否,16925886,3076531,未命中,未命中,未命中,正常,336903,124824,132930,否,否,批发零售,广州分行
False,否,测试企业_97_优质有限公司,外资,2016,AAA,0.1011,否,"贷后检查：企业订单量稳定，现金流充裕。

贷后检查：企业近期经营正常，无异常风险信号。",40717877.0,34533812.0,3004871,6184065,A,9715961,231651,377539,4,10759501,1241704,100%,0,0,0,否,15705637,1661355,未命中,未命中,未命中,正常,180180,23831,24915,否,否,计算机服务业,北京分行
False,否,测试企业_98_优质有限公司,合资,2013,AAA,0.1559,否,贷后检查：企业订单量稳定，现金流充裕。,16003635.0,11942180.0,2119539,4061455,A,2882252,1256834,290332,2,19542006,4234315,100%,0,0,0,否,6878993,1511936,未命中,未命中,未命中,正常,434438,199848,210531,否,否,制造业,北京分行
True,是,测试企业_99_风险有限公司,外资,2016,B,0.6256,是,"贷后检查：企业实际控制人失联，风险陡增。

贷后检查：企业库存积压，销售回款放缓。",26711063.0,29042905.0,-1192552,-2331842,C,2411,-213212,4125,5,43327376,3474091,52%,2,4,562610,是,8868986,7983147,命中,命中,命中,高风险,313039,300775,285244,否,是,建筑业,深圳分行
